Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-42.0	-66.0	-50.0	51.12677016218487	16144
1a	-6.0	-26.0	-58.0	50.780411400614945	
1b	-38.0	-72.0	-48.0	48.07583578970551	
1c	-32.0	-78.0	-46.0	45.46323595316283	
2	12.0	-98.0	-18.0	21.319083032607928	1840
2a	0.0	-96.0	-14.0	8.14052087832398	
2b	10.0	-88.0	-20.0	4.266440585162947	
2c	2.0	-92.0	-22.0	4.141867340671738	
3	2.0	-100.0	20.0	17.524607161002653	744
3a	2.0	-92.0	32.0	10.135143104695866	
4	2.0	10.0	76.0	12.013993585748452	208
5	0.0	-26.0	82.0	10.82770903725477	1736
5a	2.0	-44.0	82.0	7.316129610523831	
5b	2.0	-52.0	78.0	3.9212260181795986	
6	22.0	-4.0	-42.0	9.002466239426889	456
7	-36.0	30.0	-26.0	6.487320539497269	152
8	-16.0	-2.0	-44.0	6.477661860296497	296
9	-14.0	36.0	60.0	6.413449062643169	80
10	-30.0	-16.0	76.0	5.6373445041289845	192
11	0.0	26.0	-20.0	4.996430281562628	96
12	2.0	-12.0	-20.0	4.6751596956234955	136
13	-12.0	2.0	80.0	4.484822007685203	88
14	0.0	-64.0	64.0	4.47808562272229	144
15	2.0	-84.0	48.0	4.279037096043782	192
15a	-8.0	-88.0	50.0	3.864169017175996	
16	4.0	-4.0	-28.0	4.065793047454622	264
17	-22.0	14.0	-30.0	3.8535378117758654	104
18	2.0	6.0	-32.0	3.7171411398296628	80
