Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-10.0	-40.0	-70.0	6.48970508725119	104
1a	0.0	-36.0	-70.0	3.7737397725852766	
2	2.0	-70.0	-64.0	6.304130946950653	192
3	2.0	-56.0	-68.0	5.499855543890544	96
