Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-40.0	-48.0	-60.0	643.2353340684253	288
1a	-44.0	-58.0	-58.0	10.319612088208324	
2	8.0	-32.0	-66.0	19.635200719030326	2576
2a	-8.0	-32.0	-64.0	15.362341468523924	
2b	2.0	-26.0	-62.0	12.801633503771294	
2c	10.0	-28.0	-56.0	9.110119371596138	
3	44.0	-52.0	-60.0	13.19335952998781	136
4	0.0	-66.0	-56.0	11.179594581839906	264
4a	0.0	-74.0	-54.0	5.843717594212737	
5	38.0	-90.0	-22.0	9.894957293540966	360
5a	46.0	-80.0	-22.0	4.436834857420481	
6	26.0	-78.0	-52.0	8.815037933964353	448
7	2.0	-52.0	-62.0	7.336830141142467	136
8	-20.0	-86.0	-52.0	7.132443828039399	120
9	-10.0	-82.0	-52.0	6.5576332235390336	80
10	42.0	-62.0	-58.0	5.952878984358415	88
11	-10.0	-98.0	-18.0	5.168360317295646	776
11a	-28.0	-96.0	-18.0	4.242527950424025	
11b	-20.0	-94.0	-20.0	4.007501089866074	
11c	-34.0	-90.0	-20.0	3.4125845457973045	
12	2.0	-56.0	76.0	4.357698610708218	224
13	-2.0	-88.0	-18.0	4.016598787440416	104
