Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	8.0	-32.0	-66.0	32.22019676790953	4040
1a	-4.0	-32.0	-66.0	25.738692554740012	
1b	-14.0	-40.0	-64.0	13.646024222825313	
1c	0.0	-42.0	-64.0	12.321036140870424	
2	-38.0	64.0	-8.0	12.533073450780071	13136
2a	24.0	70.0	-20.0	12.497679578601552	
2b	32.0	70.0	-10.0	12.032468365329464	
2c	40.0	64.0	-8.0	11.417071378326446	
3	26.0	-80.0	-46.0	11.584105335255554	176
4	-10.0	8.0	-34.0	8.108453719712427	128
5	8.0	8.0	-32.0	6.635864460012062	80
6	-2.0	52.0	-24.0	5.693981914670367	504
6a	12.0	60.0	-24.0	5.6534262147780145	
6b	-6.0	56.0	-22.0	5.068877332952577	
6c	6.0	56.0	-22.0	4.948955888500049	
7	-58.0	-48.0	-34.0	5.569824749094389	80
8	0.0	-8.0	-40.0	4.9411012711520295	216
