Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	36.0	-72.0	-58.0	184.36154988880128	41312
1a	38.0	-64.0	-60.0	154.79548381710435	
1b	34.0	-80.0	-56.0	115.07754185667724	
1c	28.0	-58.0	-62.0	55.93710624581563	
2	-14.0	80.0	8.0	20.918688190106693	3808
2a	-26.0	76.0	2.0	17.81251783474835	
2b	16.0	78.0	8.0	15.924739653868649	
2c	-30.0	72.0	4.0	14.30491697845203	
3	-40.0	34.0	-24.0	12.949403681115864	1464
3a	-48.0	28.0	-22.0	12.296785900542533	
3b	-36.0	40.0	-22.0	9.647090648773643	
3c	-40.0	48.0	-20.0	9.02424278851892	
4	-16.0	-18.0	-32.0	12.537458592494541	2912
4a	0.0	-20.0	-38.0	7.329387544635892	
4b	4.0	-8.0	-24.0	6.13535362852451	
4c	-4.0	-18.0	-32.0	5.950766768910696	
5	-56.0	20.0	-12.0	12.004728963088727	104
6	2.0	74.0	-18.0	10.49131632470372	2824
6a	-36.0	54.0	-18.0	10.228740246549746	
6b	-24.0	68.0	-14.0	10.175659369612802	
6c	-10.0	70.0	-16.0	9.25742002597081	
7	2.0	-42.0	4.0	10.029525430657964	392
8	-50.0	26.0	-20.0	8.36058860695868	112
8a	-50.0	38.0	-18.0	4.104866476819158	
9	-44.0	2.0	-46.0	8.315859096049346	120
10	-42.0	-44.0	-30.0	7.4165989344338685	152
11	66.0	2.0	6.0	7.060668959806121	136
12	-28.0	32.0	56.0	6.912411718267145	80
13	20.0	66.0	-16.0	6.897660193975152	288
13a	28.0	66.0	-14.0	4.0205584485044366	
14	36.0	46.0	-20.0	6.6524667876320205	192
15	2.0	-98.0	20.0	6.432108651991212	224
15a	2.0	-100.0	10.0	3.1049184455329546	
16	42.0	8.0	-44.0	6.178946201461964	208
17	0.0	8.0	78.0	6.14260770269925	400
17a	0.0	-2.0	80.0	5.666602378608605	
17b	2.0	14.0	76.0	4.391583155568414	
18	8.0	22.0	72.0	6.104215083002564	216
18a	0.0	32.0	66.0	4.117728866715375	
19	36.0	26.0	-30.0	6.0440868975305415	304
19a	28.0	22.0	-30.0	4.755032002300158	
19b	40.0	28.0	-24.0	4.422970725255892	
20	-60.0	12.0	-14.0	5.896537216291452	80
21	-66.0	0.0	8.0	5.844661888956138	128
21a	-66.0	0.0	18.0	3.8638556313569925	
22	-42.0	-20.0	-32.0	5.7823152267973335	752
22a	-26.0	-28.0	-32.0	4.959515594521601	
22b	-42.0	-24.0	-30.0	4.913891364796708	
22c	-24.0	-30.0	-28.0	4.295813841510879	
23	22.0	-44.0	-52.0	5.445949922596011	88
24	32.0	16.0	-40.0	5.360275706215922	256
25	-60.0	24.0	4.0	5.349282754540806	152
26	-58.0	18.0	-8.0	5.325001097755457	168
26a	-58.0	28.0	-2.0	4.054893347610705	
27	-50.0	-50.0	-32.0	5.241692409266279	176
27a	-56.0	-56.0	-30.0	4.585887631648805	
28	-14.0	0.0	-40.0	5.195730003741728	224
29	4.0	-52.0	80.0	5.020271109624635	176
30	72.0	-24.0	24.0	4.875870679376736	96
31	-2.0	40.0	-20.0	4.661852989093395	96
32	18.0	-22.0	-32.0	4.165672180648511	88
