Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-8.0	-64.0	-62.0	15.273251661568244	2112
1a	6.0	-60.0	-64.0	9.784359610183378	
1b	-10.0	-50.0	-66.0	9.023080435394444	
1c	-24.0	-72.0	-60.0	8.987723309161662	
2	6.0	-40.0	-70.0	10.29600328099703	1352
2a	-4.0	-40.0	-70.0	7.941018279142764	
2b	-16.0	-42.0	-68.0	6.360698218961424	
2c	-8.0	-46.0	-68.0	6.155337378065729	
3	22.0	74.0	-6.0	6.097723810741865	184
4	-30.0	-62.0	-62.0	4.979239990456167	104
5	-10.0	-30.0	-66.0	4.770813954978012	168
