Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	16.0	-94.0	-38.0	119.86900229762892	18512
1a	24.0	-96.0	-38.0	109.12319367553765	
1b	-16.0	-96.0	-36.0	100.10555702478788	
1c	4.0	-86.0	-40.0	95.95102664317419	
2	6.0	2.0	-34.0	18.606979466348687	1936
2a	-6.0	-4.0	-34.0	6.145517819207837	
2b	2.0	-14.0	-40.0	4.042338627993298	
3	-30.0	74.0	-2.0	12.53393606678915	4952
3a	-34.0	68.0	-10.0	9.314580699068099	
3b	6.0	76.0	-10.0	8.402631692300671	
3c	-10.0	76.0	-2.0	8.31638132183984	
4	22.0	74.0	0.0	9.090482018044048	824
4a	28.0	74.0	12.0	3.540362395107515	
5	-18.0	12.0	-34.0	7.027466505253277	256
6	38.0	64.0	-12.0	5.866378081798185	504
7	-32.0	-68.0	64.0	5.748982782123994	224
7a	-24.0	-70.0	68.0	3.617930237489019	
8	4.0	-42.0	2.0	5.542853762531209	144
9	-46.0	-82.0	-28.0	5.14814242235565	96
10	58.0	-64.0	-20.0	4.631833286241126	160
11	4.0	-94.0	-20.0	4.5196364586716555	240
12	-8.0	6.0	-30.0	4.501838839211145	80
13	-32.0	32.0	-28.0	4.371811410188969	112
14	38.0	68.0	2.0	4.353705025815827	160
15	-14.0	-16.0	-40.0	4.235236332493181	120
16	2.0	-24.0	84.0	4.049203211256404	136
17	46.0	60.0	-2.0	3.8707072611937328	112
18	2.0	-108.0	4.0	3.5934355824325723	80
