Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	16.0	-94.0	-38.0	241.502370627371	54048
1a	24.0	-96.0	-38.0	219.96417859582425	
1b	-16.0	-96.0	-36.0	201.72404380359313	
1c	4.0	-86.0	-40.0	193.3521941921227	
2	-30.0	74.0	-2.0	26.011167872413328	18672
2a	-34.0	68.0	-10.0	19.118081917733896	
2b	22.0	74.0	0.0	18.422411518313552	
2c	6.0	76.0	-10.0	16.944775317378756	
3	-32.0	-68.0	64.0	11.586333825848095	744
3a	-24.0	-70.0	68.0	7.289113218349767	
4	4.0	-42.0	2.0	11.351823315312512	504
5	-22.0	-94.0	38.0	9.036617676524209	152
6	4.0	-96.0	36.0	9.011653782139202	320
7	28.0	32.0	58.0	8.700250867240376	360
8	18.0	-74.0	68.0	8.419251485571454	120
9	2.0	-24.0	84.0	8.198073888171914	1072
9a	0.0	-54.0	76.0	5.34285772531615	
9b	-2.0	-44.0	82.0	4.1899210375991345	
9c	2.0	-36.0	82.0	3.6186339741549167	
10	42.0	-38.0	72.0	7.742098485201782	232
11	-62.0	-58.0	-18.0	7.73786264569624	208
12	10.0	-4.0	80.0	7.5753801226826925	136
13	30.0	-94.0	32.0	7.568140212920449	320
13a	40.0	-92.0	22.0	6.592140725541593	
14	2.0	-108.0	4.0	7.269118663169011	328
15	50.0	-84.0	14.0	7.24850961095255	168
16	0.0	12.0	76.0	7.17990853713053	392
16a	4.0	4.0	78.0	7.077976489751726	
16b	0.0	-4.0	78.0	5.527993320397193	
17	-12.0	-110.0	-6.0	7.072374613188529	176
17a	-18.0	-110.0	0.0	4.302733757478694	
17b	-12.0	-108.0	-10.0	3.634224010899503	
18	8.0	-108.0	12.0	6.382908665067595	96
19	-66.0	0.0	4.0	6.37403352473033	184
20	-16.0	42.0	58.0	6.112843682861815	200
20a	-20.0	30.0	64.0	5.253649092662291	
20b	-14.0	46.0	56.0	4.144467409649743	
21	34.0	-74.0	60.0	5.741696867025637	192
22	34.0	-26.0	78.0	5.576081261363202	168
23	42.0	10.0	-50.0	5.525981886459476	608
23a	32.0	12.0	-50.0	5.145573671112733	
23b	40.0	14.0	-48.0	4.567194961323719	
23c	28.0	6.0	-50.0	4.030073622150592	
24	-22.0	50.0	48.0	5.394255871773089	168
25	30.0	12.0	68.0	5.323474155435035	168
26	40.0	34.0	-26.0	5.3093053830564365	320
26a	26.0	26.0	-28.0	4.594384635948232	
26b	36.0	30.0	-28.0	4.197352378408845	
27	-30.0	16.0	-46.0	5.2706777755782115	168
27a	-38.0	14.0	-46.0	5.238276209392345	
27b	-46.0	10.0	-46.0	3.711563812773706	
28	-36.0	2.0	-48.0	4.909155187539815	248
28a	-24.0	4.0	-48.0	3.816856842164456	
28b	-44.0	6.0	-48.0	3.7489654501553002	
29	8.0	72.0	24.0	4.782811918076518	160
30	-50.0	26.0	-20.0	4.7264476233052095	104
31	-40.0	-12.0	-36.0	4.718959341002041	80
32	-34.0	22.0	-44.0	4.454409472645285	160
32a	-42.0	20.0	-42.0	3.772033271166193	
33	2.0	-72.0	68.0	4.198185476493003	80
