Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	36.0	-72.0	-58.0	183.41202737103123	41296
1a	38.0	-64.0	-60.0	160.58084575116897	
1b	34.0	-80.0	-56.0	114.43022531194356	
1c	28.0	-58.0	-62.0	55.61498327396301	
2	-14.0	80.0	8.0	20.79560719493079	3768
2a	-26.0	76.0	2.0	17.70421740720092	
2b	16.0	78.0	8.0	15.829270681370964	
2c	-30.0	72.0	4.0	14.21720120773067	
3	-40.0	34.0	-24.0	12.865367683503502	1448
3a	-48.0	28.0	-22.0	12.224842245999271	
3b	-36.0	40.0	-22.0	9.58797026004228	
3c	-40.0	48.0	-20.0	8.971047512237634	
4	-16.0	-18.0	-32.0	12.481154144369075	2944
4a	2.0	-20.0	-38.0	7.465189438252947	
4b	4.0	-8.0	-24.0	6.100292935920704	
4c	-4.0	-18.0	-32.0	6.078695324794112	
5	-56.0	20.0	-12.0	11.942838408448106	104
6	2.0	74.0	-18.0	10.434071779668225	2800
6a	-36.0	54.0	-18.0	10.379230120753597	
6b	4.0	70.0	-20.0	10.32438579436944	
6c	-24.0	68.0	-14.0	10.108860468218692	
7	2.0	-42.0	4.0	10.316197616682128	408
8	-50.0	26.0	-20.0	8.309635876617728	112
8a	-50.0	38.0	-18.0	4.07977438646953	
9	-44.0	2.0	-46.0	8.281532219633096	120
10	-42.0	-44.0	-30.0	7.366245926777598	152
11	-28.0	32.0	56.0	7.108122742666552	80
12	2.0	-98.0	20.0	7.044599360551183	240
13	66.0	2.0	6.0	7.015528762109979	136
14	20.0	66.0	-16.0	6.851998158324834	272
14a	28.0	66.0	-14.0	4.092531384495813	
15	36.0	46.0	-20.0	6.610738120036282	192
16	0.0	8.0	78.0	6.260999792439133	392
16a	0.0	-2.0	80.0	5.7781765908968845	
16b	2.0	14.0	76.0	4.5001873039448945	
17	42.0	8.0	-44.0	6.139198410239738	208
18	8.0	22.0	72.0	6.073188753394722	232
18a	0.0	32.0	66.0	4.235255763100816	
19	36.0	26.0	-30.0	6.0104057788782175	304
19a	28.0	24.0	-28.0	4.820587480295381	
19b	40.0	28.0	-24.0	4.3961104720678055	
20	-66.0	0.0	8.0	5.9521477092616175	128
20a	-66.0	0.0	18.0	3.8524539284288	
21	-42.0	-20.0	-32.0	5.746080078303667	744
21a	-26.0	-28.0	-32.0	4.92967949057323	
21b	-42.0	-24.0	-30.0	4.882954159167364	
21c	-24.0	-30.0	-28.0	4.270851849184166	
22	4.0	-52.0	80.0	5.491368710944266	232
23	22.0	-44.0	-52.0	5.4292173110501	88
24	32.0	16.0	-40.0	5.328464185469664	256
25	-60.0	24.0	4.0	5.314989214641548	144
26	-58.0	18.0	-8.0	5.292617443526277	168
26a	-58.0	28.0	-2.0	4.028603399616861	
27	-50.0	-50.0	-32.0	5.212982211085622	184
27a	-56.0	-56.0	-30.0	4.7247559538023305	
28	-14.0	0.0	-40.0	5.175601712799075	232
29	-2.0	36.0	64.0	4.875085482732225	80
30	72.0	-24.0	24.0	4.845402444124933	96
31	-2.0	40.0	-20.0	4.6385112874015055	96
32	18.0	-22.0	-32.0	4.145717102802124	88
