Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	16.0	-94.0	-38.0	240.15560921544187	53904
1a	24.0	-96.0	-38.0	226.41420534731944	
1b	-16.0	-96.0	-36.0	208.82946850580257	
1c	4.0	-86.0	-40.0	199.25644020670467	
2	-30.0	74.0	-2.0	25.814478075566267	18504
2a	22.0	74.0	0.0	18.31215395452111	
2b	-34.0	70.0	-8.0	18.0303279602546	
2c	6.0	76.0	-10.0	16.751690073442514	
3	-32.0	-68.0	64.0	11.436311392777917	736
3a	-24.0	-70.0	68.0	7.197632472540497	
4	4.0	-42.0	2.0	11.256621513465097	496
5	-22.0	-94.0	38.0	8.994696651763151	144
6	4.0	-96.0	36.0	8.908943469201612	320
7	28.0	32.0	58.0	8.5881030627296	352
8	18.0	-74.0	68.0	8.361228069553848	112
9	4.0	-20.0	82.0	8.098703514823379	1064
9a	0.0	-52.0	76.0	5.4129300619569705	
9b	-2.0	-44.0	82.0	4.160052064236597	
9c	2.0	-36.0	82.0	3.584901951457714	
10	-62.0	-58.0	-18.0	7.826094607414409	208
11	42.0	-38.0	72.0	7.6542844539765955	232
12	30.0	-94.0	32.0	7.4955415543418	320
12a	40.0	-92.0	22.0	6.544936001192175	
13	10.0	-4.0	80.0	7.474375612594441	136
14	50.0	-84.0	14.0	7.336357602568792	168
15	2.0	-108.0	4.0	7.206834834693319	328
16	0.0	12.0	76.0	7.091250884372034	392
16a	4.0	4.0	78.0	6.98394598177964	
16b	0.0	-4.0	78.0	5.459578605319722	
17	-12.0	-110.0	-6.0	6.97642426690572	176
17a	-18.0	-110.0	0.0	4.261867463603583	
17b	-12.0	-108.0	-10.0	3.5993291403175784	
18	8.0	-108.0	12.0	6.304072499054138	96
19	-66.0	0.0	4.0	6.293944776352245	184
20	-16.0	42.0	58.0	6.034740726602955	80
21	34.0	-74.0	60.0	5.665937710951149	192
22	34.0	-26.0	78.0	5.506471584084784	152
23	-22.0	50.0	48.0	5.4912398590488385	168
24	42.0	10.0	-50.0	5.460199167502542	592
24a	32.0	12.0	-50.0	5.214628031691598	
24b	40.0	14.0	-48.0	4.638105946428081	
24c	28.0	6.0	-50.0	3.9799824093473006	
25	-32.0	16.0	-46.0	5.322194478286249	168
25a	-40.0	12.0	-46.0	5.283801298811786	
26	38.0	34.0	-26.0	5.254682489893249	312
26a	26.0	26.0	-28.0	4.533183894921626	
26b	36.0	30.0	-28.0	4.14330812402094	
27	30.0	12.0	68.0	5.253493630873152	160
28	-20.0	30.0	64.0	5.196243224492634	112
28a	-18.0	38.0	60.0	4.012668883429376	
29	-36.0	2.0	-48.0	4.995253338021423	192
29a	-44.0	6.0	-48.0	3.7217321416740665	
30	8.0	72.0	24.0	4.7398397541502915	152
31	-50.0	26.0	-20.0	4.66482390037885	104
32	-40.0	-12.0	-36.0	4.658688713778526	80
33	-34.0	22.0	-44.0	4.395414285210289	160
33a	-42.0	20.0	-42.0	3.725637881822807	
34	2.0	-72.0	68.0	4.156537904879933	80
