Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	10.0	-64.0	-64.0	18.497861337657547	664
1a	0.0	-64.0	-64.0	12.62995092781553	
1b	-4.0	-56.0	-66.0	7.119413868721902	
2	-32.0	70.0	-2.0	14.673685910839568	3792
2a	-16.0	76.0	4.0	7.110714083161223	
3	32.0	72.0	-6.0	11.11805880161936	4976
3a	20.0	74.0	-10.0	10.334161885559334	
3b	12.0	78.0	6.0	6.5618542843129495	
3c	38.0	62.0	-10.0	6.467021640462783	
4	-6.0	-40.0	-70.0	9.84419372978014	2504
4a	10.0	-38.0	-72.0	9.482574078642529	
4b	-2.0	-36.0	-72.0	8.328114658931819	
4c	-10.0	-36.0	-64.0	7.655163088637378	
5	6.0	2.0	78.0	4.9160355022474675	80
6	14.0	-18.0	-46.0	4.656843755164631	152
7	-44.0	58.0	0.0	3.536883332489264	88
