Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	2.0	-32.0	-68.0	71.11521566746909	6056
1a	0.0	-58.0	-58.0	34.72781994919728	
1b	18.0	-40.0	-64.0	32.89013013307135	
1c	0.0	-54.0	-60.0	32.126699910497265	
2	-2.0	-76.0	-44.0	15.977505613559293	224
2a	-16.0	-70.0	-46.0	5.6078929884990485	
3	24.0	-90.0	-38.0	14.002621279472804	416
3a	14.0	-88.0	-38.0	11.47500673469156	
3b	4.0	-92.0	-34.0	6.006418524065966	
4	-24.0	-92.0	-32.0	13.095140450861285	1208
4a	-10.0	-92.0	-32.0	11.99258905679458	
4b	-18.0	-88.0	-34.0	10.37027599675471	
4c	-28.0	-94.0	-30.0	9.738977399219396	
5	14.0	-84.0	-40.0	12.323238330170065	80
6	0.0	-84.0	58.0	10.906521547633682	104
7	-18.0	-74.0	-44.0	10.030521829157117	80
7a	-32.0	-74.0	-44.0	5.9356351678818555	
8	0.0	-42.0	4.0	8.448713869546664	296
9	-30.0	70.0	0.0	7.447479646477041	256
10	-16.0	-66.0	-48.0	6.787394392229667	112
10a	-28.0	-66.0	-48.0	3.568192769876006	
11	-12.0	4.0	-32.0	6.34746503958371	344
12	14.0	-96.0	-20.0	5.731843178044072	304
12a	26.0	-96.0	-22.0	5.434579046426226	
13	2.0	66.0	-12.0	4.292914911682186	224
14	-14.0	-32.0	-52.0	4.1664423832359665	296
