Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-6.0	-38.0	-72.0	17.571966167442405	1448
1a	-4.0	-24.0	-62.0	3.8685787649307186	
2	-8.0	74.0	4.0	10.097771054170531	560
2a	-10.0	74.0	-6.0	5.370358107371063	
3	-10.0	2.0	-34.0	8.247195154300693	264
4	-26.0	70.0	-6.0	7.963403040082485	368
4a	-40.0	62.0	-8.0	3.9129587658119678	
5	0.0	-2.0	78.0	5.775500355087485	280
5a	-8.0	0.0	80.0	5.196561637969783	
6	10.0	4.0	-36.0	5.5299524568008165	128
7	44.0	-82.0	-22.0	5.200916670240219	176
8	-2.0	-48.0	80.0	4.515214278795115	168
9	22.0	-94.0	-24.0	4.334076768463441	80
10	4.0	-96.0	-10.0	4.140012067245311	96
11	52.0	-72.0	-24.0	4.118083930349216	80
12	-4.0	-8.0	-42.0	4.091049068059135	184
12a	6.0	-10.0	-42.0	3.5203241395667324	
13	4.0	-20.0	-54.0	3.839647700873232	80
14	-8.0	-58.0	-68.0	3.7081545539244716	80
