Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	8.0	-38.0	-72.0	17.005596854773636	3680
1a	2.0	-62.0	-68.0	13.454384853911256	
1b	-6.0	-40.0	-72.0	12.529176945995983	
1c	6.0	-60.0	-68.0	12.453779226255849	
2	-2.0	80.0	-6.0	10.418604093438633	312
3	52.0	-22.0	-26.0	8.578049006787577	472
4	-50.0	-24.0	-26.0	7.859532851658049	256
5	28.0	-84.0	-54.0	6.446123811491035	168
6	14.0	-94.0	-40.0	5.858439157743002	216
6a	6.0	-90.0	-42.0	3.8488808012485975	
7	22.0	-96.0	-20.0	5.271513376491791	96
8	10.0	-96.0	-28.0	4.6825428691846485	128
9	-8.0	-24.0	-54.0	4.409642214473731	200
9a	0.0	-22.0	-56.0	3.6882915135556185	
10	-6.0	-90.0	-44.0	4.170632470568307	88
11	2.0	-30.0	82.0	4.060758476610902	88
