Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-28.0	64.0	-6.0	31.1654890057464	680
1a	-36.0	58.0	-10.0	9.551565700836132	
2	30.0	66.0	-10.0	30.0709687725887	3224
2a	46.0	52.0	-10.0	10.990377689575425	
2b	22.0	72.0	4.0	7.509913470268771	
2c	40.0	60.0	0.0	7.437666418731877	
3	2.0	-86.0	54.0	26.1385484316229	920
3a	-2.0	-78.0	66.0	8.548854829349317	
4	4.0	-96.0	30.0	20.21747716021796	960
4a	4.0	-98.0	16.0	9.632609974984288	
5	10.0	-42.0	-72.0	17.69583406903782	3664
5a	-6.0	-42.0	-72.0	12.097905863884705	
5b	14.0	-54.0	-72.0	6.980866278986674	
5c	8.0	-64.0	-68.0	6.433474262954662	
6	34.0	42.0	-22.0	12.434720357182675	88
7	-20.0	-4.0	-38.0	7.608293902980396	248
7a	-24.0	4.0	-34.0	4.3029200451303025	
8	-36.0	44.0	-22.0	7.080704665288205	104
9	4.0	-40.0	86.0	6.179845883661857	400
9a	4.0	-50.0	82.0	5.006669938878101	
10	0.0	54.0	-20.0	4.878235082951475	96
11	18.0	-4.0	-38.0	4.85714031589942	88
12	-20.0	68.0	10.0	4.128730838884215	280
12a	-28.0	66.0	12.0	3.855707870468341	
13	-42.0	54.0	0.0	4.090079568330144	80
