Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-42.0	-66.0	-50.0	34.70787339832432	2824
1a	-32.0	-78.0	-46.0	30.913608695742738	
1b	-34.0	-70.0	-48.0	30.53117832663879	
1c	-44.0	-58.0	-52.0	26.07437252846663	
2	-6.0	-26.0	-58.0	34.519141685027094	4752
2a	-12.0	-36.0	-56.0	22.60921564959963	
2b	16.0	-34.0	-54.0	13.638388721910239	
2c	6.0	-26.0	-56.0	13.54063652604984	
3	12.0	-96.0	-20.0	13.520865150474574	368
4	2.0	-100.0	20.0	11.10192348233556	424
4a	2.0	-92.0	32.0	6.797291048139804	
5	0.0	-48.0	-52.0	10.02160414213464	392
5a	-12.0	-52.0	-50.0	5.164725990439968	
5b	8.0	-48.0	-52.0	4.583203853931358	
5c	-16.0	-48.0	-52.0	4.4335917470127635	
6	16.0	-84.0	-42.0	9.671465382160363	704
6a	28.0	-80.0	-44.0	8.786963554923842	
6b	18.0	-78.0	-44.0	7.44798284679589	
6c	8.0	-88.0	-42.0	4.624737711212248	
7	2.0	10.0	76.0	8.172627248238193	120
8	0.0	-26.0	82.0	7.283041657850556	688
8a	2.0	-44.0	82.0	4.521019216785242	
9	-14.0	-58.0	-48.0	7.224922289489822	88
10	22.0	-4.0	-42.0	6.125429514480296	144
11	0.0	-72.0	-44.0	6.02497656652945	168
12	36.0	-38.0	-54.0	5.676574572255948	112
13	0.0	-98.0	-14.0	5.416630081273314	208
13a	2.0	-90.0	-14.0	3.8663288222338705	
14	42.0	-48.0	-50.0	4.726793274257367	176
14a	44.0	-56.0	-50.0	3.793789800205056	
14b	36.0	-50.0	-50.0	3.4432610821864524	
15	-16.0	-2.0	-44.0	4.334664157585081	80
