Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
1	-4.0	-60.0	-72.0	14.646379808711023	672
1a	6.0	-60.0	-72.0	9.062504139912917	
2	0.0	-36.0	-72.0	12.99972704660163	1744
2a	14.0	-44.0	-72.0	12.101722767648786	
2b	6.0	-38.0	-72.0	10.973352808926423	
2c	-8.0	-42.0	-72.0	10.78067852436244	
3	-4.0	-24.0	-58.0	8.460676686948409	288
3a	2.0	-20.0	-54.0	5.592545541974361	
4	12.0	12.0	-38.0	6.5822521784378	112
5	0.0	-8.0	-42.0	6.3021292357605185	240
6	-2.0	-6.0	-32.0	4.931132675716041	96
7	0.0	-56.0	76.0	4.28815435447339	104
8	2.0	-30.0	82.0	4.22614708049164	112
